course_id,course_title,price,num_subscribers,num_lectures,level
364206,Media Training for Financial Service Professionals,20,1254,64,All Levels
742142,Learn the Forex Naked Price Action Pogo Trade,60,89,10,Intermediate Level
895030,Forex - Price action Reversal Strategy,20,38,16,All Levels
516168,Budget preparation for an EU project proposal,50,18,5,Intermediate Level
612528,Corporate Finance and Alternative Investment for CFA L1,20,103,27,All Levels
597084,Don't Let Your Customers Run Your Business,50,7,28,Intermediate Level
544556,Stock Trading: Insider Tips For Determining Market Direction,95,104,11,All Levels
953490,TopTrader Academy - Complete Options Course,150,42,11,All Levels
221872,Working Capital Management for Entrepreneurs,20,507,15,Expert Level
662318,Learn Quickbooks to maintain books properly,20,241,26,Beginner Level
73044,CFA Level I Foundation: Introduction to Financial Reporting,50,226,13,Beginner Level
714188,"Fixed Income Valuation and Analysis, CFA L2",20,50,12,All Levels
548044,Corporation Tax Returns UK,50,100,25,All Levels
498360,Trading For Busy People,50,99,26,All Levels
425338,Basics of Trading,40,99,27,Beginner Level
164102,CFP - Introduction to Financial Planning,30,1192,38,Beginner Level
902888,Investment Portfolio Analysis with Python,50,209,37,All Levels
245822,Day Trading Market Structure Signals,0,5529,5,All Levels
729128,Professional Bookkeeping and Accounting 3: Double Entry ,35,81,33,All Levels
773650,"Accounting Basics by Hector Garcia, CPA",0,1924,5,Beginner Level
466632,Stock Markets: How I Became Rich By Changing How I Trade,20,646,17,All Levels
466774,Learn About Bitcoin and Bitcoin Mining,20,520,9,Beginner Level
442114,Take Control By Learning The Stock Market Now,30,1440,21,Beginner Level
781954,Cost Accounting and Financial Management - A Complete Study,150,452,444,All Levels
902150,Learn Global Macro Trading & Investing for Retail Investor,75,178,27,All Levels
1169188,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,50,21,54,All Levels
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,100,12,17,Intermediate Level
167316,TRADER BOT: Introdução à Linguagem MQL5,20,209,33,All Levels
1028656,财务分析与估值建模入门,0,505,10,Beginner Level
645890,Aprende desde cero a operar el mercado de divisas FOREX,90,16,24,All Levels
559328,Cómo usar Metatrader 4 para hacer trading?,20,25,25,All Levels
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,0,229,33,All Levels
734280,Aprende a llevar la contabilidad de forma informatizada,25,6,27,Beginner Level
1164568,Psicología del trading,20,1,6,All Levels
43291,La costruzione del budget di una proposta comunitaria,50,10,5,Intermediate Level
1034560,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",60,1,33,All Levels
871682,Aprenda  a Investir,20,34,9,All Levels
1057040,Teeter-Totter Accounting,90,0,12,Beginner Level
1032648,beginning accounting,20,0,12,Intermediate Level
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,20,0,7,Beginner Level
1058852,Learn to trade using technical analysis,50,0,6,Intermediate Level
1083744,How to Invest Using ETFs from Former Wall Street Trader,200,0,10,All Levels
1271430,Workshop on Banking Credit Analysis Process,100,0,7,All Levels
715476,The Cuckoo Strategy to get European Funding,160,0,6,All Levels
1219820,Accounting - The 6 most important rules you must learn,20,0,9,All Levels
627332,Mutual Funds for Investors in Retirement Accounts,20,0,0,All Levels
1136038,Free Ways to Create Passive Income Online,25,0,27,Beginner Level
1035638,Understanding Financial Statements,25,0,10,All Levels
1232282,The Cash Flow Statement - An Introduction,50,0,10,Beginner Level
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",60,459,14,Beginner Level
42040,Buying Call and Put Options - Options beginner strategies,60,266,14,Intermediate Level
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150,104,21,All Levels
615602,Valuation of Goodwill for CA / CFA / CMA Exams,20,1509,9,All Levels
235112,Forex - Catch the Big Market Moves in Forex,20,212,14,Intermediate Level
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25,462,34,All Levels
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,200,90,35,Intermediate Level
828596,Global Macro Investing - Take Control Of The World's Markets,30,153,27,Intermediate Level
258894,How to Read a Balance Sheet,50,1055,64,Beginner Level
138560,Credit Repair from a Financial Institution,20,157,9,All Levels
689868,The Binary Institute -  Binary Options Trading Course,200,103,12,All Levels
1020244,Mental Models For Wall Street - Become A Better Trader,0,1067,35,All Levels
858764,株式投資に向く性格に変えるための心理学を学ぶ,20,58,28,All Levels
941310,Matemática Financeira com HP12C e MS Excel,20,74,30,Beginner Level
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,338,6,Beginner Level
492344,Cómo Crear Políticas Contables bajo NIIF para PYMES,20,27,6,All Levels
815672,Finanzas Personales para Vivir Libre de Deudas,75,76,77,Beginner Level
376712,Finanzas personales: Logrando la Libertad Financiera,30,27,12,Beginner Level
869716,株式投資で本当のテクニカル分析ができるようになる,20,68,45,Intermediate Level
754156,Aktiver Vermögensaufbau mit ETF,20,112,33,Beginner Level
709816,Socorro! Preciso Organizar as Minhas Finanças!,20,72,37,All Levels
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145,335,26,All Levels
1138162,Le basi del Trading,200,22,18,All Levels
829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,30,41,37,Beginner Level
1163242,Profit and Loss Account for bankers and credit analysts,20,1,31,Beginner Level
46933,Business Accounts For Managers,30,16,23,Beginner Level
954842,Black Scholes Option Pricing Model,25,3,10,Beginner Level
868112,Chief Wealth Officer,45,4,7,Beginner Level
1056242,Practical Accounts Training A,35,2,127,Intermediate Level
113712,International Trade and New Geographic Economy,20,12,6,All Levels
146454,2. Principles of Simple Interest - advanced problems,20,10,12,Intermediate Level
56926,School of Raising Capital: Agile Financial Modeling,20,12,11,All Levels
589778,How to Read Financial Statements,20,5,59,Beginner Level
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",20,1,13,All Levels
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),95,2,59,All Levels
101038,Bitesize Bookkeeping for busy people,20,9,13,Beginner Level
417088,Do Your Own Accounts,35,42,13,All Levels
258954,CFA Level 1 - Derivatives,30,110,25,All Levels
298044,Accounting for everyone! ,35,420,14,Beginner Level
593962,Stock Fundamental Analysis with Excel,50,206,50,All Levels
941520,Financial Accounting For Beginners,60,164,22,All Levels
64173,Trading: How Transformative Learning Drives Expertise,30,69,16,All Levels
371828,Manual Bookkeeping,20,28,26,Intermediate Level
974954,Numeracy skills in business and everyday life:Think and Deal,20,90,15,Beginner Level
818572,Financial Modelling in Excel Step by Step,20,13,17,Intermediate Level
115752,Straight From Business School: Create Financial Statements,20,31,5,Beginner Level
731150,How To Pay Less Tax (UK version),50,13,98,All Levels
627772,Interpreting financial statements,0,2119,54,All Levels
850726,Forex trading with binary options,25,136,21,All Levels
136244,Triple P Trading Course,20,797,16,All Levels
485889,Cost Accounting - A Comprehensive Study,180,503,286,All Levels
507778,How to become a successful day trader,95,1150,27,All Levels
422918,Essentials of Finance and Investment in 2 hours,20,1403,14,Beginner Level
362530,Public Speaking: You Can Give Great Financial Presentations,20,916,23,All Levels
579642,Professional Trading - Consistent Profits with Low Risk!,20,627,27,All Levels
1022796,Trading for winning,200,168,27,All Levels
793084,Succeed in Stocks Even if you Don't Know Where to Start,0,2554,10,Beginner Level
881062,Options Basics & Trading With Small Capital! - Level 1,30,120,19,Beginner Level
838260,Forex trading Basic to advance Professional Level course,20,750,28,All Levels
380542,Day Trading in Stocks: Strategies for Beginner Investors,50,217,9,All Levels
772480,Learn to Trade Forex Big U-Turn Trade,50,106,12,Beginner Level
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",50,397,36,Beginner Level
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,20,44,8,All Levels
581662,Stock Trading with this Strategy,50,30,6,All Levels
1088102,The Psychology of Trading,20,95,20,All Levels
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,95,55,15,All Levels
380206,Stock Trading Essentials for Day Traders,100,94,9,All Levels
160322,Basics of Finance and Budgeting,20,578,34,Beginner Level
610812,Portfolio Management CFA L1 2016,20,393,34,All Levels
288256,"Trade Stocks, Forex & Financial Markets like a Professional",20,116,12,All Levels
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,0,1888,25,All Levels
101234,The Smart Option Trader,45,412,74,All Levels
1113442,Beginners Chart Patterns Trading for Penny Stocks,200,40,26,Beginner Level
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,40,222,35,Beginner Level
186556,CFA® Level 1 2014 – Alternative Investments,30,831,13,All Levels
179500,Interest Rate Swaps,50,485,20,All Levels
304000,Financial Modelling for entrepreneurs,20,232,17,All Levels
334838,Economics - CFA Level 1 - 2014,20,135,24,Beginner Level
302456,Bookkeeping Made Simple,40,61,22,All Levels
537748,What is Bitcoin,20,61,27,All Levels
378464,Accounting for CA CPT Exams Part I,50,874,120,All Levels
532216,Raising Capital for Your Business,50,22,60,All Levels
41973,"Silver, Gold, and Inflation",0,5597,11,Beginner Level
138004,Accounting Concepts For Technocrats,20,261,35,Beginner Level
94532,Beginner Financial Analysis: Invest Like Warren Buffett,50,83,19,Beginner Level
467238,Advance Technical Analysis,50,152,14,Expert Level
850294,The Everyday Investor: Building Wealth with Venture Capital,20,176,12,Intermediate Level
1110256,QuickBooks Online : Inventory Management For Non-Finance,35,8,10,All Levels
439210,Law Matters,20,327,12,Beginner Level
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,95,264,79,All Levels
773502,Financial Accounting Part 2 - Passing The Class,20,15,36,Beginner Level
262818,Simple Options Trading System,35,104,16,Intermediate Level
255046,Investments and Financial Markets,40,71,19,Beginner Level
295909,Legal Accounting,110,26,49,All Levels
1153876,"Term Loan Appraisal for bankers, credit analysts",20,11,28,Beginner Level
83736,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,20,1294,58,Beginner Level
75182,Trade Show Samurai,95,32,7,All Levels
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,135,313,25,All Levels
788796,The Cost of Capital: The Key To Attract Venture Capitalists,50,635,6,All Levels
508796,Accounting for School Students,30,1311,12,All Levels
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,70,288,13,Intermediate Level
725872,Certificate in MYOB AccountRight Premier 2017 Course,200,97,29,All Levels
894336,Master The Psychology of Forex & Binary Options Trading,20,53,7,Intermediate Level
334820,Learn to Pick the Right Stock Broker Account,40,1102,14,Beginner Level
619786,Profit During Crashing Markets: A Step-by-Step Guide,195,57,18,All Levels
179820,Introduction to Futures & Options,50,694,27,All Levels
322332,Learn To Invest In 7 Steps,50,137,21,Beginner Level
597424,Sell like a Pro: Insider Secrets of Successful Selling!,115,12,25,All Levels
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,20,18,6,All Levels
166842,6. Annuities Due and Deferred,20,170,16,All Levels
408232,CFA® Level 1 2014 – Quantitative Methods,50,119,27,All Levels
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),0,2058,6,All Levels
231256,FOREX Currency Trading For Beginners,25,35,28,Beginner Level
479496,Basic Technical Analysis,50,40,27,Beginner Level
944534,Forex:Trade Management & Psychology,150,13,19,Intermediate Level
1153854,"Working Capital assessment for bankers, credit analysts",20,4,29,Beginner Level
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics ",20,71,5,All Levels
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,20,71,5,All Levels
1156530,How to trade in the Forex market,200,6,39,Intermediate Level
1097288,Bookkeeping Practicals with Software,35,1,130,Intermediate Level
614668,8 Steps To Achieve Financial Freedom And Escape Debt,40,5,48,Beginner Level
1082352,Trading Basics in 30 minutes,50,1,6,Beginner Level
625670,Technical Charting,20,4,6,Intermediate Level
35409,Profits Turbo,20,10,7,Intermediate Level
250902,Nest Egg Investing,45,6,12,Beginner Level
1010988,Economics for beginners - Various Concepts,25,2,34,Beginner Level
855816,Investing in Stocks & Shares,20,2,24,Beginner Level
813360,Learn Financial Modeling from Scratch - Part 2,50,2,27,All Levels
813516,Learn Financial Modeling from Scratch - Part 3,50,2,22,All Levels
302484,A Practical Guide to Wealth Creation,35,6,7,All Levels
861764,"'Geometry Of Chance strategy of defeating the roulette.""",30,2,10,Intermediate Level
765238,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,170,206,39,All Levels
542950,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,20,313,25,Beginner Level
307080,Introducción a la contabilidad,20,193,14,Beginner Level
469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,30,66,11,Beginner Level
581498,Contabilidad Gubernamental en México,30,270,24,All Levels
849896,株式投資に必要なスキルの学習手順を学ぶ,20,139,29,Beginner Level
1174084,Formação de preços em serviços,35,77,28,Intermediate Level
801702,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",195,225,33,All Levels
786984,Торговля дельта-нейтральными стренглами,150,23,25,All Levels
255592,Guía práctica para comprar acciones en la Bolsa de USA,0,4876,36,Intermediate Level
514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,20,244,21,Beginner Level
998706,Curso de Day Trader para Iniciantes,0,1278,13,Beginner Level
644020,Curso de Iniciación al Trading,85,31,40,All Levels
1250742,Complete GST Course For Small and Medium Enterprises,75,8,45,Beginner Level
54246,3 documentos clave para administrar tu empresa con éxito,45,40,18,Intermediate Level
805630,Forex/Opciones Binarias para Principiantes,25,9,9,Beginner Level
315716,15 Mandamientos para ganar dinero en Bolsa,20,45,49,All Levels
1124276,Le bitcoin et la blockchain,80,13,12,All Levels
1227792,Contabilità Generale,200,4,40,All Levels
769340,Торговля опционами: Как заработать на волатильности,150,20,29,All Levels
737182,Estrategias de Inversión aplicadas al mundo del trading,20,9,25,All Levels
960786,バイナリーオプション取引,85,29,24,All Levels
657050,Caza los Enormes Movimientos del Mercado,20,6,13,All Levels
1196700,Le basi del trading online,45,7,27,Beginner Level
1137310,自分に合った投資信託を見つけよう！,25,859,23,Beginner Level
632368,Monatlich Geld anlegen für später!,30,5983,7,Beginner Level
571730,Invierte en la Bolsa Mexicana y de USA,200,1673,40,Beginner Level
720994,Gestão Financeira Para Pequenas e Médias Empresas,115,1284,45,All Levels
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,30,394,73,All Levels
907416,Tudo sobre Investimentos em Renda Fixa,45,689,16,All Levels
1062144,Aprende a invertir sin capital,130,649,29,Beginner Level
1097486,Apprendre à trader sur le marché du Forex - guide complet,140,187,38,Beginner Level
396890,Introducción a las Finanzas,30,1798,15,Beginner Level
945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,20,465,28,Beginner Level
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,140,813,52,Beginner Level
950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,20,326,14,Expert Level
740764,Introduction to Health Financing,85,26,17,Beginner Level
739972,Accounting Cycle: Learn the concepts in 60 minutes,20,26,14,All Levels
464002,Optimize! Make Best Decisions with Microsoft Excel,20,28,14,Expert Level
343818,Understanding The Stock Market: For Beginners,25,122,36,Beginner Level
434100,CFA® Level 1 2014 – FI,40,149,49,All Levels
158140,9. Sinking Funds,20,205,5,All Levels
1141708,Managerial Accounting - The Ultimate Beginner Course!,100,11,121,Beginner Level
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,175,3,27,Beginner Level
557208,Accounting - Basic Costing ,40,108,37,Beginner Level
1178150,"Double Your Salary With Free, Local, Job Training Courses",20,8,8,All Levels
93850,Financial Modeling - Facebook Case Study,25,9,13,All Levels
429080,Understanding Financial Derivatives,20,16,11,Intermediate Level
914164,Forex Basics: Learn how to read and analyze Forex charts,195,11,45,Beginner Level
876898,Forex - Help I cant Trade,200,12,20,All Levels
877968,Start-up financial modeling for non-finance professionals,20,11,19,All Levels
1230950,The Fast Route to a Faster Financial Close,50,2,8,Intermediate Level
953432,Easy Finance For Startups,50,9,6,Beginner Level
872204,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",35,15,12,All Levels
1027678,"Depreciation, Amortization and Depletion",25,7,13,Intermediate Level
304420,Breakeven Analysis and Pricing,20,27,10,All Levels
1078254,Tally ERP Complete Training in Urdu / Hindi,30,5,51,All Levels
1193288,Accounting Simplified,30,3,41,All Levels
1106148,Series 7: Intermediate Options,55,5,11,Intermediate Level
1029322,Accounting and Business Basics,200,5,10,All Levels
676650,Corso introduttivo al trading profittevole,20,132,9,Beginner Level
129274,Aprende a Ganar Dinero en la Bolsa,30,112,42,All Levels
634932,Inversión: Fundamentos del Trading para Principiantes,125,285,18,Beginner Level
116924,Gana en la Bolsa con Análisis Técnico,25,91,35,Beginner Level
1174086,Precificação - Calculando valor de venda baseado nos custos,35,32,46,All Levels
369726,Cómo ganar dinero invirtiendo en bolsa,0,2740,10,Beginner Level
427040,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,20,59,7,All Levels
1132162,Investimento em Ações,20,16,27,Beginner Level
1206414,Excelを使ってビジネスシミュレーション：基礎編,85,22,47,Beginner Level
997128,Estrategias de trading en bolsa,25,15,14,All Levels
826168,Grundlagen der finanziellen Unabhängigkeit,0,1059,9,All Levels
1039930,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",70,187,53,All Levels
1232390,Corporate Ethics,100,0,13,Beginner Level
1084454,CFA Level 2- Quantitative Methods,40,0,35,All Levels
1232312,Core Financial Statement Concepts,50,0,9,Intermediate Level
1251654,Understand Core Finance Principles in 60 Minutes,75,0,13,Beginner Level
712994,Learn Wave accounting to maintain books properly,0,1089,27,All Levels
1024862,Making Tax Digital - UK HMRC Legislation Explained,0,743,7,All Levels
123242,Surviving Introduction to Finance,0,1362,13,Beginner Level
788720,Cost of Capital and Weighted Average Cost of Capital,0,405,22,All Levels
196164,Studying the CFA Program exams (Mandarin language version),0,1168,5,All Levels
1268616,Condor Broken Wing Butterfly Options Trading Course System,0,16,15,All Levels
1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,25,3840,33,Intermediate Level
1005312,【１日でマスター！】今日からはじめる資産形成,20,7183,14,Beginner Level
624016,TRADING FOR A LIVING: Trading Full-Time Transition Guide,195,483,40,Intermediate Level
323916,Learn How To use Channels to find amazing Forex Entries,45,172,15,All Levels
743568,"Financial Analysis, from Scratch to Professional!",65,256,39,Beginner Level
479688,Cost Accounting Labour Costing (Professional Course Level),20,1542,24,All Levels
1189592,Learn How To Successfully Trade Forex: In 5 Simple Steps,95,64,44,All Levels
578534,The Intelligent Investor,30,384,44,All Levels
791574,Succeed in Futures Even if You Don't Know Where to Start,0,3014,15,All Levels
379196,Binary Options Beginners Guide : Nadex,40,454,39,Beginner Level
331968,Trading: From Wall Street to Your Street,50,312,37,Intermediate Level
576636,Build your own Naked Trading Forex Robot,40,315,19,All Levels
724596,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,200,609,33,All Levels
822808,Tax Strategies of the Wealthy,195,207,11,Beginner Level
932274,The Ultimate Fibonacci Trading Plan for Forex and Stocks,200,399,15,All Levels
32908,Finance and Accounting for Startups,50,1175,75,All Levels
883394,Forex - Calculate Lot Size Like Pro,20,543,11,All Levels
20185,The Complete Forex Trader,25,1634,46,All Levels
188418,Tape Reading: Learn how to read the tape for day trading,195,1013,32,All Levels
975982,4 Easy Daily Forex Trades: A Recipe for Trading Success,200,319,12,All Levels
674352,Trading Robot Forex Programs in Your Sleep in Live Examples!,200,1125,18,Expert Level
936884,Free Options 101 - Basic of Call and Put Options in 1 Hours,0,2481,26,All Levels
707644,An Intro into Trading the Financial Markets,100,1006,17,Beginner Level
700140,Developing A Trading Strategy: Your Guide to Trading Success,20,1044,16,All Levels
546656,How to Trade Commodity and Financial Futures for a Living!,200,1240,20,All Levels
1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,115,504,32,All Levels
1253868,Complete Short Financial Ratio Course for Financial Analysis,200,15,56,All Levels
645634,How to Build Profitable FOREX Automated Trading Strategies!,200,358,21,All Levels
528104,Stock Trading Strategies: Profitable Trading in 7 Days.,50,80,27,All Levels
1053462,Management Accounting A Complete Study,150,133,158,All Levels
148028,Become a Career Day Trader: Asian-Pacific Futures Markets,20,207,30,All Levels
179824,Equity Products,50,426,16,All Levels
777276,Financial Accounting Part I - Passing the Class,20,45,47,Beginner Level
174790,Accounting 102: Guide to Business Accounting,50,1280,27,Intermediate Level
247940,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,35,142,18,All Levels
42146,Advanced Finance and Accounting for Startups,40,188,48,Intermediate Level
408894,Basics of Tax in India  (College Level),20,718,28,All Levels
176136,Trade for a Living,20,293,59,All Levels
929146,Learn Stock Options: Options Made Simple 101,35,93,49,Beginner Level
260066,Banking Credit Analysis Process (for Bankers),180,894,241,Beginner Level
682514,Professional Forex strategy,50,353,17,Expert Level
66383,A Beginners Guide to Technical Analysis of Stock Charts,40,829,50,Beginner Level
390198,Get out of Debt - The Power of Using Compounding Interest,50,1195,7,All Levels
679238,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,95,335,29,All Levels
476622,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,40,500,34,Beginner Level
764010,Learn to Trade Forex Naked Price Action Wammie Trade,40,159,13,All Levels
178776,Fixed Income Securities,50,739,24,All Levels
562668,Financial Accounting Made Easy for All,20,87,86,All Levels
521952,Ultimate Guide To Trading Engulfing Candlestick Strategy,200,185,25,All Levels
692268,Learn Business Finance: Win more work as a Business Coach ,20,741,22,Beginner Level
258174,Accounting for Depreciation (Collage Level),20,576,14,All Levels
54677,Revealed: Profitable Principles of Successful Traders ,25,1046,26,All Levels
619716,Easy Market Profits: 3 Step Stock Investing Strategy,20,486,14,Beginner Level
986272,Hedge Fund Trading Systems For Stocks - Part One,200,52,21,All Levels
466558,Bonds For Beginners - A Guide To The Bond Markets,20,106,24,Beginner Level
65113,Professional Risk Manager (PRM) Certification: Level 4,50,38,17,All Levels
685190,Crowdfunding for Filmmakers,65,32,30,All Levels
179978,How to Make IT Work Successfully in Capital Markets,50,171,21,Beginner Level
248338,Introduction to Day Trading,50,79,36,Beginner Level
455120,Life Coach Business Basics: Finance and Operations,195,397,54,All Levels
273448,Learn How to Profit In Forex With Market Rhythms,20,85,17,All Levels
803028,Optimizing investment to maximise your return,0,1696,11,All Levels
985104,Investimento em Ações para Leigos,20,201,19,Beginner Level
396888,Introducción a la Contabilidad,30,1235,15,Beginner Level
1001010,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,50,137,27,Intermediate Level
950748,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,20,384,18,Intermediate Level
1250694,カードゲームでカンタンに理解する！経済とお金のキホン,20,103,18,Beginner Level
932454,Contabilidad rápida y eficaz,40,379,60,All Levels
400464,Introducción al trading de opciones,100,1573,43,Beginner Level
1021104,Aprenda a Investir seu Dinheiro,85,150,19,All Levels
1193056,Trader sur le Forex avec Ichimoku,90,48,18,Beginner Level
986024,العلوم والمبادئ الأساسية للمهنة الإكتوارية,25,781,8,Beginner Level
352782,トレーディングビュー徹底攻略2017年版,55,952,53,All Levels
749468,Kostenrechnung lernen leicht gemacht,40,612,72,Beginner Level
915206,MetaTrader4 Platform Training,0,1819,15,Beginner Level
615206,Professional Bookkeeping & Accounting 1: Sales & Purchases,35,551,34,All Levels
368916,Step by step guide to understand how business perform,20,788,15,Intermediate Level
787508,How to Grow your Small Business and not run out of Cash,25,408,16,Beginner Level
249934,Finance for Non Finance Executives,180,944,187,Beginner Level
323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",20,323,11,Intermediate Level
1223000,Innovators and innovation: Travel through time!,50,101,31,Beginner Level
772950,Learn How to Trade The Stock Market,20,984,41,All Levels
900472,How To Earn Some Bitcoin Every Time You Use A Search Engine,20,89,10,All Levels
796486,Super Fast Accounting - the fastest way to do your books,25,129,8,Beginner Level
871358,Financial Modeling and Valuation: Complete Beginner to Pro,50,249,28,All Levels
931588,Learn to trade Chart Patterns,20,75,23,Intermediate Level
880202,Anatomy and Figure Drawing for Beginners,150,2252,111,Beginner Level
1197206,Illustrator CC MasterClass,95,462,86,All Levels
1117796,Typographic Logo Design in Illustrator - Beginners & Beyond,150,1720,27,All Levels
1219520,Adobe Illustrator T-Shirt Design for Merch by Amazon,20,390,15,All Levels
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,200,4297,110,All Levels
1216132,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,200,1076,15,All Levels
1145736,Create Professional Looking Infographics With No Experience,180,9367,21,Beginner Level
28556,Discover How to Draw and paint Comics,65,8901,85,All Levels
317278,Typographic Logos: Typography and Lettering for Logo Design,25,4235,20,Intermediate Level
573064,Photoshop in Ease: Create World Amazing  Graphic Designs,20,14440,26,All Levels
1120554,Canva Graphics Design Essential Training For Everyone,200,12340,46,All Levels
1151326,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,195,2027,9,Intermediate Level
590794,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,0,381,7,All Levels
1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,0,69,25,All Levels
1261122,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,0,21,18,Beginner Level
749542,Graphic Design Bootcamp,200,15276,65,Beginner Level
874012,The Ultimate Drawing Course - Beginner to Advanced,150,26742,62,Beginner Level
1046722,Ultimate Photoshop Training: From Beginner to Pro,200,5326,150,Beginner Level
820194,Photoshop for Entrepreneurs - Design 11 Practical Projects,200,36288,63,All Levels
62721,Anatomy for Figure Drawing: Mastering the Human Figure,95,15500,65,All Levels
371074,Sketch 3 from A to Z: Become an App Designer,75,7282,42,All Levels
20461,How to Design a Logo - a Beginners Course,30,10875,41,All Levels
416548,Logo Design Masterclass: Learn Logo Design + Illustrator,200,8196,85,All Levels
1047436,How to Draw and Sketch for Beginners,150,1360,79,Beginner Level
396204,Graphic Design Masterclass: Learn Graphic Design in Projects,95,6858,41,Beginner Level
897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,200,18303,54,All Levels
1067516,Vector Logo Design in Affinity Designer,150,1789,57,All Levels
1008100,How To Create A Low Poly Portrait With The Pen Tool,195,293,18,Beginner Level
832870,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,20,662,21,Beginner Level
642656,How to Create Kindle & Ebook Covers with Canva,30,1279,33,Beginner Level
428220,How To Make Professional eBook Covers For FREE,20,1080,35,All Levels
1184664,Design Business Card in Photoshop: Earn Money by Doing It,50,120,29,Beginner Level
65596,Learn to create beautiful web interfaces and logos,20,1085,10,All Levels
1018358,Illustrated Logo Design,25,447,10,Intermediate Level
16714,Color Basics for Print Designers,20,372,10,All Levels
657764,Digital Photo Manipulation Art And Cover Design In PhotoShop,50,721,35,Beginner Level
231970,Drawing Perspective For Beginners,150,736,44,All Levels
981684,Adobe InDesign CC Advanced,30,114,50,Expert Level
669174,Intro to Photoshop for Merch by Amazon,25,331,9,Beginner Level
185526,MicroStation - Células,20,0,9,Beginner Level
1185898,Photoshop - Creación de Efectos 2,30,0,9,Beginner Level
1177156,Como Criar Logos de Sucesso - Start Designer,25,0,29,Beginner Level
177614,Super Textos con Photoshop,20,0,8,Beginner Level
1128984,Photoshop - Aprende a Transformar Imágenes,20,0,14,Beginner Level
185528,Iníciate en Microstation,20,0,10,Beginner Level
872262,Adobe Photoshop pentru Social Media,20,0,12,Beginner Level
1137738,Photoshop - Creación de Efectos,20,0,11,Beginner Level
1185535,Cómo crear maquetas con Adobe XD,0,217,21,Beginner Level
896742,Aprenda Modelagem 3D com o 123D Design,0,334,27,Beginner Level
609642,Ferramentas Visuais,0,817,18,Beginner Level
723818,Adobe Indesign CC Başlangıç,0,637,22,Beginner Level
