course_id,course_title,price,num_subscribers,num_lectures,level
515256,Guitar - 12  Strumming Patterns You Must Know For Guitar,50,2154,16,Beginner Level
956102,Guitar Lessons for complete beginners - super simple and fun,20,936,12,Beginner Level
902476,CAGED Pentatonic System for Guitar - Level 3,45,1224,32,All Levels
1051856,Classical Guitar Essentials - The Basics Part 2,95,1030,44,Intermediate Level
583752,Introduction to Piano - By PGN Piano!,0,14922,8,Beginner Level
521072,Keyboard Instruments - Read Sheet Music for Piano Fast!,50,2788,41,Beginner Level
749686,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,20,2686,32,Beginner Level
1010274,Drumming Accelerator: How To Get The Best Start Possible,200,1594,34,Beginner Level
998100,Play Piano 4: Improvise on popular song Yesterday chords,50,1018,63,All Levels
1033670,Beginner's Guitar Lessons - Crash Course for Busy Adults,50,1194,29,Beginner Level
1266892,Getting Started with the Guitar in 5 Days,0,270,24,Beginner Level
762374,Guitar Lessons - String Bending And Vibrato Essentials,0,3325,5,All Levels
743634,Piano With Willie: Blues n' Boogie Vol. 1,40,172,15,Intermediate Level
663810,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,70,834,35,All Levels
475914,Chugging - it don't mean a thing if it ain't got that swing!,200,382,25,All Levels
831294,Make Your Own Ukulele,85,452,23,All Levels
364716,"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,5543,29,All Levels
1105904,Learn How To Play 25 Classic Hip Hop Songs,25,153,27,All Levels
242382,Learn Beethoven's Fur Elise on Piano,20,1582,6,All Levels
783778,Play Violin and Fiddle for beginners - it's fun  - Course 1,20,560,9,Beginner Level
773016,Piano With Willie Building Technique with Scales Vol. 1,40,111,12,All Levels
672894,Christmas Piano Songs For The Very Beginner Vol. I,40,1060,15,Beginner Level
1132694,Introduction to Gypsy Jazz Guitar,95,452,18,All Levels
311530,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",45,2346,14,All Levels
1236562,The Piano Chord Ladder | Learn to Play Thousands of Songs,100,103,11,All Levels
1000966,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,50,833,70,Expert Level
782430,Playing Piano: Scales and Arpeggios Vol.I : Major keys,50,2358,26,Beginner Level
777650,Drumming for Beginners - Simple Way To Learn How To Drum,20,1814,22,Beginner Level
138228,Get great playing HARMONICA - a fun new leisure time hobby !,35,2543,17,All Levels
1034414,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,0,3042,13,All Levels
996888,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,50,809,57,All Levels
1191750,"Jazz Guitar Tips, Tricks and Licks",0,9351,21,Intermediate Level
793234,Piano From Zero To Pro - Beginner Essentials To The Piano,70,811,52,Beginner Level
372416,"Piano: Learn 48 chords in 1 hour,  and always remember how",120,1424,16,Beginner Level
665278,Walking Bass - Quick Start Guide,50,193,31,All Levels
1170198,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45,65,56,Beginner Level
1002272,Blues Bass - Quick Start Guide,50,59,29,All Levels
213532,How to speak Pianish (beginner level),30,545,10,Beginner Level
64585,Gospel Piano Essentials,30,668,46,Intermediate Level
1013762,Instant Harmonica - play Leonard Cohen's Hallelujah now!,40,100,14,All Levels
315576,Guitar Crash Course (No Experience Necessary),0,5769,29,Beginner Level
812914,Beginner Guitar Lessons - Your Complete Foundation Course,60,293,162,Beginner Level
660690,Piano Building Blocks: Learn the 24 Most Common Chords,50,492,17,Beginner Level
347104,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,50,500,74,Beginner Level
638204,Playing Piano By Ear: Complete Guide for Aspiring Musicians,150,346,59,All Levels
519694,"Discover the fun of Spoon playing, a beginners course",65,353,25,All Levels
647336,Country Guitar Fundamentals,50,1174,23,Intermediate Level
464844,Discover Classical Guitar Level 1,25,1513,19,Beginner Level
824044,PI-101 Top 10 Classical Piano Pieces for Beginners,0,6292,38,Beginner Level
409818,Get started playing blues harmonica,0,6853,23,Beginner Level
755198,Rockabilly Guitar For Beginners,40,475,36,Beginner Level
552650,Beginner Piano,20,776,89,Beginner Level
710420,Step by Step Tabla Course- Indian Drums,20,1337,21,Beginner Level
1000988,Play Piano 6 -Improvise on The Way We Were with Power Chords,50,701,62,All Levels
384928,101 Blues riffs - learn how the harmonica superstars do it,200,1350,55,Intermediate Level
392958,Learn To Play The Drums,25,1141,74,All Levels
515260,Guitar: Master The Guitar Fretboard In 6 Easy Steps,55,1203,10,Beginner Level
555340,Play Piano in 30 Days! - Start Playing NOW!,0,5188,58,Beginner Level
603902,Curso de Didgeridoo nivel principiante,50,0,31,Beginner Level
217978,ブルースギター入門,0,462,23,All Levels
238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,200,75499,362,All Levels
456284,The Professional Guitar Masterclass,200,21701,136,All Levels
1029440,Modern Rock Guitar Techniques,50,3157,32,Intermediate Level
42271,Complete Guitar System - Beginner to Advanced,145,32935,310,All Levels
484670,Guitar Super System Level 1,50,10869,104,Intermediate Level
967380,How to play Piano - Go from a Beginner/Intermediate to a Pro,200,5316,291,All Levels
681692,Guitar Super System Level 2,50,4192,34,Expert Level
200598,"LEARN HARMONICA, amaze your friends and have fun - it's easy",200,8857,131,All Levels
953152,The Complete Piano & Music Theory Beginners Course,50,10435,23,All Levels
1132342,Ultimate Beginner Guitar Masterclass,200,8113,124,Beginner Level
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,200,7178,144,All Levels
1119092,"Learn guitar the Right way! Complete 'KickStarter course""",150,2102,99,Beginner Level
902474,CAGED Pentatonic System for Guitar - Level 1,45,1329,35,All Levels
920194,CAGED Pentatonic System for Guitar - Level 2,45,1220,26,All Levels
666322,Learn to Play Piano From a Concert Pianist - For Beginners,200,3206,17,Beginner Level
1193886,#12 Hand Coordination: Let your Hands dance with Ballad 9,75,482,47,Intermediate Level
647338,How To Make Money With A Cover Band,50,2498,25,All Levels
1194244,How To Play Guitar - For Absolute Beginners,35,478,18,Beginner Level
658816,Learn How to Improvise on Guitar in 30 Days,200,1788,33,Beginner Level
1009802,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,50,1249,69,All Levels
353224,The Best Beginner Guitar Course Ever,50,1976,16,Beginner Level
938260,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,100,567,24,All Levels
907966,Guitar: Learn 10 CCR Guitar Chord Progressions,50,2045,24,Beginner Level
997470,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",50,1204,56,All Levels
993134,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,60,1227,26,All Levels
41884,Getting Started with Playing Guitar,0,47652,26,Beginner Level
888698,Piano Playing: Reading and Playing Classical Tunes Vol.II,40,1638,17,Beginner Level
1119610,Harmonica Jamz: The Only Course on Jammin' with Friends,60,568,65,Beginner Level
476324,Guitar - Learn 10 Legendary Chord Progressions for Guitar,55,3013,28,Beginner Level
476988,Guitar - Blues Guitar for Beginners,45,2795,25,Beginner Level
1159988,Electric Guitar for Beginners - RockStarter Level 1,40,491,29,Beginner Level
1034080,The Circle of Fifths for Guitarists,50,1018,5,Intermediate Level
659918,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,70,2164,30,All Levels
422546,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,95,2415,115,All Levels
1116196,Essential Theory and Technique for Guitar,0,2285,22,Beginner Level
660460,Piano for Complete Beginners: Learn your first song today!,40,1268,30,Beginner Level
1123250,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,95,2026,62,Intermediate Level
1003568,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,95,2164,113,All Levels
1240148,Learn all Piano Chords in all Piano Scales with logic,45,969,17,Beginner Level
1111630,Learn to play the piano or keyboard from scratch,145,1987,161,Beginner Level
830568,5 Exotic Guitar Scales and How to Use Them Effectively,50,1319,21,Intermediate Level
566678,Learn 4 Chords and Play Thousands of Songs!,20,4560,22,Beginner Level
1170074,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,75,1593,41,Intermediate Level
517148,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,200,6565,56,All Levels
206088,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,200,4133,224,Intermediate Level
995562,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,50,1541,42,All Levels
59922,Best Beginner Guitar Lessons by Sam Lyons,20,14560,32,All Levels
76524,A new approach to piano and playing songs for beginners,50,7140,26,Beginner Level
971962,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,50,1495,36,Beginner Level
972704,How to play Contemporary Piano,25,1200,10,All Levels
993510,Piano Technique Exercises Vol.1,50,1674,24,All Levels
1255114,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,40,54,10,All Levels
1120410,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,75,940,32,Intermediate Level
1048188,Modern Country Guitar: Technique Booster,30,1152,42,Intermediate Level
970880,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",95,2558,16,Beginner Level
1116700,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,75,850,43,Intermediate Level
687248,3 step formula for playing guitar by ear,25,3937,20,Beginner Level
1052180,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",100,6271,75,All Levels
501412,Play Piano by Ear Today! SuperCourse,60,4557,77,All Levels
1032864,Learn to Read & Write Music to play Piano & more instruments,115,5292,85,All Levels
574974,The Complete Piano Course - Master The Piano,95,4982,240,All Levels
1229488,Learn to play your favorite guitar songs by ear,50,4733,15,All Levels
658276,Piano for Singer/Songwriters | Write Songs and Perform Live!,100,3371,42,Beginner Level
1041176,Fun Beginner Ukulele Course,55,1409,17,Beginner Level
26956,Learn Guitar in 21 Days,20,26504,82,Beginner Level
1098994,Fun Ukulele Strumming Course,45,3141,15,Beginner Level
917432,The Professional Bass Masterclass,200,1449,88,All Levels
983418,The Allman Brothers Guitar Roots And Techniques,75,2692,14,Intermediate Level
648506,Blues Guitar Fundamentals,50,3312,21,Intermediate Level
1122832,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,65,2015,21,Intermediate Level
1123184,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,65,2015,25,Intermediate Level
858064,Beginner Level Popular Piano Program - Month 1,30,7,13,Beginner Level
214328,Piano Lessons for the R&B Fan,20,228,64,All Levels
101500,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,20,65,13,Expert Level
829962,Darbuka Drumming: Learn how to play the Darbuka Dounbek,0,1094,11,Beginner Level
519212,Awesome Lead Guitar 1,25,60,38,Beginner Level
297930,The art of piano improvisation,20,83,9,All Levels
663710,How To Build A Professional Djembe: Create Music Beauty &Biz,40,122,29,All Levels
471328,Advanced Euphonium Studies - Learn to Master the Euphonium!​,50,106,89,All Levels
892898,Didgeridoo - from zero to HERO! Part Two. Intermediate.,35,55,30,Intermediate Level
638100,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,30,77,14,All Levels
823860,Trumpet Pro Series - You're going to love practicing Trumpet,50,92,25,All Levels
635570,A Guide to Analog Synths: For the modern EDM enthusiast.,20,29,37,All Levels
99324,Acoustic Blues Guitar Lessons,0,8217,10,Intermediate Level
535650,Accelerate Your Guitar Learning With Metal Techniques,20,1305,68,All Levels
769270,Beginner Step by Step Keharwa Theka Tabla Course,20,916,16,Beginner Level
51752,Just chords Piano: Learn to Play Piano Quickly - No Music,85,2357,53,Beginner Level
17922,Play Ukulele Now,30,1951,78,All Levels
112314,Acoustic Blues Guitar Lessons,125,1284,40,Intermediate Level
656364,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,70,769,33,All Levels
105350,Play Piano Today - Easy Festive Favorites & Piano Party Hits,75,3122,80,All Levels
606494,The 80/20 Beginner Guitar Course,50,1269,51,Beginner Level
1217408,Drums for Beginners,0,1618,15,Beginner Level
1037868,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,150,89,35,Beginner Level
1008098,Learn to play guitar and sing at the same time,45,66,8,Beginner Level
650836,Introduction to Ukulele 1,20,630,27,Beginner Level
504168,Learn Flute FAST!,45,249,61,Beginner Level
761584,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,45,198,34,Intermediate Level
743884,Piano With Willie: Blues n' Boogie Vol. 3,40,84,10,Intermediate Level
583224,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,40,58,11,All Levels
725906,Piano Lessons For Beginners: Learn Piano Quickly And Easily,75,186,56,Beginner Level
1146368,The Easy Beginner Drum Course,25,21,12,Beginner Level
589248,Instant Harmonica - play Somewhere Over the Rainbow now!,40,431,11,Beginner Level
584468,Instant Harmonica - play The Kesh (part 2) - easy and fun!,20,53,9,Beginner Level
807934,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,0,2610,24,All Levels
532572,Ukulele 2 : Level 1 KEY OF C AND STRUMS,20,26,26,Beginner Level
53277,Guitar for Music Educators: Learning How to Teach Guitar,20,32,22,Beginner Level
670376,Piano Tutorial : Ludovico Einaudi - Una Mattina,0,1631,6,All Levels
1149202,Guitar Solo - Theory and Improvisation Lessons,60,12,34,Intermediate Level
802040,Bluegrass Guitar Essentials: Webisodes 3 & 4,30,12,13,Intermediate Level
789820,Instant Harmonica - play Christmas + Birthday songs now!,40,236,18,All Levels
806640,Blues Master - Advanced Techniques Piano Course,75,7,14,All Levels
802038,Bluegrass Guitar Essentials: Webisodes 5 & 6,30,11,16,Intermediate Level
818838,Trombone Lessons For Beginners,95,11,34,Beginner Level
269832,Rhythm to Rock Drum Lesson 6,20,12,13,Beginner Level
759130,Flute Pro Series - You're about to love practicing the flute,50,135,28,All Levels
556076,How To Play Guitar - Everything You Need To Know To Start,50,5,8,Beginner Level
824020,Trombone Pro Series - Fall in love with the Trombone,50,57,57,All Levels
1223570,Learn How To Play 25 Classic Hip Hop Songs Ch.2,25,7,27,All Levels
139792,Learn to play tunes by ear on harmonica - no written music,35,73,15,Intermediate Level
482334,Fingerpicking for Guitar,20,35,26,All Levels
602812,"Music Theory, Guitar and Ear Training",60,30,39,Beginner Level
1036400,"Piano Unbound. Piano learning method, a course for beginners",195,32,39,All Levels
866528,Advanced Trombone Studies - Learn to Master the Trombone!,50,39,136,All Levels
471352,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50,90,61,All Levels
744080,Piano With Willie: Tritones & Phat Chords,40,37,19,Intermediate Level
620372,Piano for Kids: Developing Your Child's Creative Abilities,65,42,37,Beginner Level
214418,Piano Lessons For The Hip Hop Fan,20,276,62,Intermediate Level
619856,French Horn Solos: Learn how to Perform Three Fun Pieces!,50,88,48,All Levels
839028,Bluegrass Guitar Essentials: Webisodes 9 & 10,30,10,12,Intermediate Level
771880,Clarinet Lessons For Beginners,95,11,41,Beginner Level
228268,Play music on Harmonica using 8 notes - learn easy tunes!,35,29,14,Beginner Level
944550,Learn Piano Online-A Quiet Solace Piano Solo,50,7,10,Intermediate Level
839026,Bluegrass Guitar Essentials: Webisodes 7 & 8,30,9,10,Intermediate Level
838320,The Art of the Blues Shuffle - A Guitarist's Guide,20,8,11,Intermediate Level
838896,Learn Piano Online-Ambiance Piano Solo,50,8,10,Intermediate Level
812602,Piano Lessons For Beginners,95,8,50,Beginner Level
190906,The Theory & Practice of Modes on the Guitar,35,17,7,Intermediate Level
1124590,Learn How To Play The Trumpet,75,2,24,All Levels
917176,Violin for Beginners,50,4,18,Beginner Level
647884,Beginner Acoustic Guitar Lessons,25,8,12,Beginner Level
646918,Aprendiendo Piano: Tocando piezas populares Vol.I,100,122,59,Beginner Level
1216752,Curso de Bateria - Explorando Diferentes Divisões,55,5,19,Intermediate Level
1193536,Escalas Pentatónicas para guitarristas,25,11,23,All Levels
430962,Brass Master Class,20,36,30,All Levels
631480,Enseñando música: mejora tus clases de instrumento ,30,111,18,Beginner Level
970462,Ukelele exprés: aprende a tocar en menos de un mes,0,888,25,Beginner Level
852426,Curso de Guitarra para Principiantes,20,53,39,Beginner Level
430992,Mundharmonika spielen - mein schönstes Hobby,20,65,77,Beginner Level
733922,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,25,38,51,Intermediate Level
608436,Présentation du Banjo Ténor,20,18,31,Beginner Level
217628,Aprende a tocar el acordeón de botones,50,22,21,All Levels
631444,Aprendiendo piano: Lectura de piezas clásicas Vol.I,50,211,30,Beginner Level
935900,Pedais de efeito para Contrabaixo,50,10,10,All Levels
713492,Mantenimiento y octavación para guitarras eléctricas,35,12,14,All Levels
218540,Aprende a tocar el violín desde cero,50,17,22,All Levels
211780,Aprende a tocar el teclado como los expertos,50,11,37,All Levels
217320,Aprende a tocar el saxofón como siempre has querido,20,8,26,All Levels
387064,Guitarra para principiantes,20,7,46,Beginner Level
219756,Aprende a tocar flauta transversal sin complicaciones,50,6,23,All Levels
1243162,Aprende a tocar las escalas en el acordeón de botones.,20,2,21,Beginner Level
1174974,Curso de Violão Prático,70,5,10,Beginner Level
214828,"Aprende a tocar percusiones: congas, bongós, maracas y más",50,14,71,All Levels
430994,Gitarre spielen - mein schönstes Hobby,20,11,183,Beginner Level
207408,Aprende a tocar la guitarra acústica como un profesional,50,11,27,All Levels
445118,Guitar Lesson - Five Steps to Learn Barre Chords,35,57,9,All Levels
146852,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",20,377,14,All Levels
147754,Guitar Technique Mastery: The Ultimate Chop Building Workout,20,273,6,All Levels
131512,Inside Drum Technique,50,406,25,All Levels
140168,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",195,556,27,Intermediate Level
510098,Create Beautiful Music On The Piano Like a Pro In Minutes,95,115,17,All Levels
561774,Instant Harmonica - play the great Irish tune Molly Malone!,20,420,13,Beginner Level
1102396,Instant Harmonica - play 'Can't Help Falling in Love' now!,40,32,11,All Levels
1173716,Arpeggios for Guitar made Easy! Dominate the Fretboard,65,26,23,All Levels
761938,Guitar Lessons - The Modal System - Modes Essentials,45,116,27,All Levels
374566,Learn to Play Percussion: Beginner to Pro made the Easy Way!,50,425,192,All Levels
182940,Modern Piano Lessons For Beginners,20,736,46,Beginner Level
1003250,World Percussion: Complete Lessons for Everyone,40,68,56,All Levels
1190448,Learn Lion (Saroo) Soundtrack On The Piano By Ear,20,104,9,All Levels
647276,Acoustic Blues Guitar Lessons,75,189,101,Intermediate Level
26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,20,738,64,All Levels
264396,Learn How to Play the Violin - Violin Basics,20,365,12,Beginner Level
153230,Swing Low - The 101 Authentic Nashville Piano Style Course,20,146,15,All Levels
601230,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,50,383,9,Beginner Level
326310,Get Piano Skills TODAY!!! ,100,92,71,All Levels
398522,Learn the Violin - Scales and Fundamentals,80,291,39,Beginner Level
773144,Piano With Willie Building Technique with Scales Vol. 2,40,61,9,All Levels
324226,Master Flute Playing: Intermediate Instruction Made Simple!,50,288,100,Intermediate Level
888668,How to Sing and Play the Guitar (at the same time),20,78,24,Beginner Level
301686,"Super Beginner Guitar - start right, start awesome",30,594,33,Beginner Level
151027,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",40,489,35,All Levels
269830,Rhythm to Rock Drum Lesson 5,20,13,9,Beginner Level
315812,Gibson's Learn & Master Guitar,50,103,309,All Levels
373636,Master the Trombone: Intermediate Instruction Made Simple!,50,231,110,All Levels
1113170,Walking Bass Fundamentals,50,44,34,All Levels
336446,Circular Breathing for musicians - practical skills,25,261,17,All Levels
455676,Electric Bass for Busy Beginners Course 1,50,114,13,All Levels
200108,Guitar for Absolute Beginners (Class 1),20,45,48,Beginner Level
198660,Tenor Banjo for Absolute Beginners,0,3167,34,Beginner Level
763100,Guitar Lessons - 50 Essential Fast Legato Licks,35,105,23,Intermediate Level
922828,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,90,85,20,Beginner Level
32033,Aprende batería con el nuevo método IDT,20,335,25,All Levels
286070,5 lecciones que todo guitarrista debe tomar,0,4452,14,Beginner Level
55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,20,332,42,Beginner Level
725566,Curso de Violão Popular,25,287,27,Beginner Level
829616,Aprendiendo Piano: Ejercicios de calentamiento,0,1876,11,Beginner Level
888852,Aprendiendo piano: Lectura de piezas clásicas Vol.II,40,113,18,Beginner Level
286898,"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",75,158,59,All Levels
375830,Guitarra Desde Cero - PARTE 1,35,480,123,Beginner Level
207440,Super-Curso de Guitarra Práctico Para Principiantes,85,228,215,Beginner Level
1042382,Explosão Pentatônica,55,42,19,All Levels
1114722,Complete Beginners Introduction to Guitar,40,10,35,Beginner Level
1102436,Learn 10 Scottish Tunes Piano Easy Level,45,103,46,Beginner Level
644820,Fingerpicking Fundamentals,20,75,22,Beginner Level
131562,Piano With A Pro,25,66,38,All Levels
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,70,61,30,Beginner Level
459888,Master the Tuba - Intermediate Instruction Made Simple!,50,184,107,Intermediate Level
1141614,The Fun and Effective Piano Course,30,24,38,All Levels
605074,Advanced Flute Studies - Learn to Master the Flute!​,50,205,95,All Levels
749616,Alternate Picking Speed & Accuracy,20,19,83,All Levels
470482,"Master the Euphonium with Simple, Intermediate Instruction!",50,120,106,Intermediate Level
344348,Master the Clarinet: Intermediate Instruction Made Simple!,50,232,97,All Levels
373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,50,148,77,All Levels
214794,Aprende a tocar ritmo pop en el piano y teclado,20,10,9,All Levels
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,100,72,24,Beginner Level
823494,Comment jouer du Pianoforte,100,172,41,All Levels
212492,Aprende a tocar blues en el piano y teclado,50,10,22,All Levels
961774,ABC DO VIOLÃO E GUITARRA,85,25,30,Beginner Level
1261210,Suonare la Chitarra,200,1,22,All Levels
211052,Aprende todos los secretos de la guitarra flamenca,50,13,23,All Levels
597868,こどもギターレッスン　リトルギタリストⅠ,20,69,53,Beginner Level
218658,Aprende cómo tocar el Bajo Sexto,50,10,17,All Levels
1048182,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,50,25,321,All Levels
758216,Sistema Completo De Guitarra Rítmica Para Principiantes,55,21,32,Beginner Level
1144780,Curso de batería online de Patricio Iglesias (Santa Sabina),35,5,17,Intermediate Level
628798,"Learn Piano with Beyer, 15 Minutes Challenge",65,418,30,All Levels
398224,"Classical Guitar Master Class: 'Alman  """,195,113,34,Intermediate Level
147174,Blues Accelerator - 21 Days to Blues Guitar Mastery,50,78,45,Beginner Level
799912,Alto Saxophone Lessons For Beginners,95,51,42,Beginner Level
655958,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,20,58,10,All Levels
744034,Piano With Willie: Jazz & Gospel Exercises,40,56,28,Intermediate Level
139790,Bending the blue notes to give you killer sound on harmonica,35,162,14,Intermediate Level
288854,"Beginner's Guitar: Tuning, Strumming, and Chords!",0,2577,6,Beginner Level
588264,Instant Harmonica - play The Lion Sleeps Tonight - today!,20,62,11,Beginner Level
773156,Piano With Willie Building Technique with Scales Vol. 3,40,42,11,All Levels
931152,Instant Bodhran - part two; learning further drumming skills,40,28,10,Beginner Level
21080,Guitar Essentials,20,261,18,Beginner Level
151120,Rhythm to Rock Drum Lessons,20,44,7,Beginner Level
1236576,Learn to play and improve 12 bar blues harmonica solos,40,4,27,Beginner Level
139784,Learn to improvise on your harmonica - in nice easy steps,35,98,15,Beginner Level
486412,Learning Electric Guitar for Absolute Beginners,35,19,12,Beginner Level
459468,Advanced Bassoon Studies - Learn to Master the Bassoon!​,50,197,106,All Levels
663696,Blues Guitar Lessons: Play Like the Greats - All Levels,20,58,47,All Levels
933812,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,40,21,27,All Levels
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,50,92,71,All Levels
277770,Electric Bass Right From The Start,100,239,9,Beginner Level
552606,Beginner Guitar Essentials,95,5,45,Beginner Level
459926,Advanced Tuba Studies - Become a Master of the Tuba!​,50,173,63,All Levels
1040596,'Greensleeves' Creative Piano Lessons Course,20,10,8,All Levels
266004,Rhythm to Rock Drum Lesson 4,20,12,12,Beginner Level
720072,Hands On Guitar: Beyond Beginner,20,54,69,Beginner Level
1046768,Instant harmonica - play Auld Lang Syne the neet (tonight)!,40,28,13,All Levels
138336,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,25,238,22,Beginner Level
333046,The Ultimate Method for Learning Modern Piano & Keyboards,25,512,151,All Levels
459207,Master the Bassoon - Intermediate Instruction Made Simple!,50,177,102,All Levels
814474,Oboe Pro Series - You're going to love practicing the Oboe,50,61,36,All Levels
1104496,Instant Harmonica - play this classic GAME OF THRONES theme!,40,21,13,Beginner Level
188064,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",50,115,53,Intermediate Level
578750,Learn 4 Vital things that will make your DRUM PLAYING EASIER,35,510,8,All Levels
184088,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,50,147,39,Intermediate Level
1198302,Traditional-Style Electric Blues Guitar For Beginners,25,9,36,Beginner Level
208126,Aprende a tocar los mejores solos en la guitarra eléctrica,30,5,16,All Levels
34332,Aprende a tocar la guitarra,50,7,25,All Levels
204014,Aprende a tocar el piano desde cero,50,4,16,All Levels
219844,Aprende a tocar el clarinete.  ,50,4,26,All Levels
212506,Ahora aprende a tocar jazz en el piano,30,4,9,All Levels
687742,こどもギターレッスン　リトルギタリストⅡ,20,2,47,Beginner Level
219878,Aprende a tocar el contrabajo sin complicaciones,50,3,20,All Levels
207304,Aprende a tocar la guitarra eléctrica,50,3,39,All Levels
195196,Aprende a improvisar en la guitarra eléctrica,50,3,19,All Levels
834422,Curso de Teclado,40,1,26,Beginner Level
724436,Guitarra Acústica en Siete Días,20,1,38,Beginner Level
448250,improvisación de Guitarra,20,1,10,All Levels
796188,Step by Step Classical Guitar Course,100,9,45,Beginner Level
773174,Piano With Willie Building Technique with Scales Vol. 4,40,44,11,All Levels
450246,Back In Black the AC/DC Classic Rock Track,20,13,72,Intermediate Level
201472,Keyboard Basics,25,17,7,All Levels
452514,Beginner Guitar Lessons,20,118,5,Beginner Level
765056,Guitar Fundamentals for Beginners,25,5,11,Beginner Level
196234,Easy Piano - learn and play along,20,11,48,Beginner Level
380596,Learn Piano: The Basics of Keyboards,20,113,24,Beginner Level
812370,Bassoon Pro Series - You're going to love practicing Bassoon,50,36,42,All Levels
832514,Acoustic Guitar Lessons For Beginners,95,10,39,Beginner Level
1025536,Coach Guitar - Amazing New Way To Learn Guitar With Colors,50,12,321,All Levels
82960,Mastering the Art of Guitar Chords,20,78,18,Beginner Level
1207112,30 Day Guitar Jump Start for Success,105,31,92,Beginner Level
457206,Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,50,205,77,Beginner Level
589900,The 7 Day Guitar Method,20,213,11,All Levels
854694,Instant Harmonica - play Star Wars + the Lion Sleeps now!,40,33,20,All Levels
861566,Instant harmonica - play Adele's wonderful 'Hello' today!,20,284,12,All Levels
1244302,Guitar Strumming 101 - Have More Fun Playing Songs You Love,50,8,16,Beginner Level
